ID,Title,Category,Version,Type,Difficulty,Level,TAP,HOLD,SLIDE,TOUCH,BREAK,Magnitude
5241,tape/stop/night,ゲーム＆バラエティ,FESTiVAL PLUS,DX,ADVANCED,6,182,16,12,27,5,302
5242,tape/stop/night,ゲーム＆バラエティ,FESTiVAL PLUS,DX,EXPERT,10,254,50,46,50,16,622
5243,tape/stop/night,ゲーム＆バラエティ,FESTiVAL PLUS,DX,MASTER,12+,357,15,163,14,14,960
5244,Final Step!,ゲーム＆バラエティ,FESTiVAL PLUS,DX,BASIC,4,154,11,5,14,5,230
5245,Final Step!,ゲーム＆バラエティ,FESTiVAL PLUS,DX,ADVANCED,7+,250,23,16,53,2,407
5246,Final Step!,ゲーム＆バラエティ,FESTiVAL PLUS,DX,EXPERT,11,422,68,51,16,19,822
5247,Final Step!,ゲーム＆バラエティ,FESTiVAL PLUS,DX,MASTER,13+,617,40,95,40,67,1357
5248,The 90's Decision,ゲーム＆バラエティ,FESTiVAL PLUS,DX,BASIC,3,133,10,4,9,4,194
5249,The 90's Decision,ゲーム＆バラエティ,FESTiVAL PLUS,DX,ADVANCED,6,251,11,12,13,4,342
5250,The 90's Decision,ゲーム＆バラエティ,FESTiVAL PLUS,DX,EXPERT,11,337,73,42,22,52,891
5251,The 90's Decision,ゲーム＆バラエティ,FESTiVAL PLUS,DX,MASTER,13,490,58,69,12,65,1150
5252,僕の和風本当上手,ゲーム＆バラエティ,FESTiVAL PLUS,DX,BASIC,5,169,14,4,21,3,245
5253,僕の和風本当上手,ゲーム＆バラエティ,FESTiVAL PLUS,DX,ADVANCED,8,336,24,10,28,6,472
5254,僕の和風本当上手,ゲーム＆バラエティ,FESTiVAL PLUS,DX,EXPERT,12,477,57,46,45,25,899
5255,僕の和風本当上手,ゲーム＆バラエティ,FESTiVAL PLUS,DX,MASTER,14,1007,23,73,11,59,1578
5256,Cthugha,ゲーム＆バラエティ,FESTiVAL PLUS,DX,BASIC,6,232,16,4,8,13,349
5257,Cthugha,ゲーム＆バラエティ,FESTiVAL PLUS,DX,ADVANCED,8+,384,20,17,32,20,607
5258,Cthugha,ゲーム＆バラエティ,FESTiVAL PLUS,DX,EXPERT,12,538,80,49,20,72,1225
5259,Cthugha,ゲーム＆バラエティ,FESTiVAL PLUS,DX,MASTER,14,809,100,128,50,81,1848
5260,ヱデン,maimai,FESTiVAL PLUS,DX,BASIC,3,111,18,4,10,5,194
5261,ヱデン,maimai,FESTiVAL PLUS,DX,ADVANCED,6,230,19,10,25,8,363
5262,ヱデン,maimai,FESTiVAL PLUS,DX,EXPERT,9,342,46,42,13,18,663
5263,ヱデン,maimai,FESTiVAL PLUS,DX,MASTER,12+,474,52,91,21,17,957
5264,にゃーにゃー冒険譚,maimai,FESTiVAL PLUS,DX,BASIC,5,154,20,7,21,2,246
5265,にゃーにゃー冒険譚,maimai,FESTiVAL PLUS,DX,ADVANCED,8,308,40,17,24,14,533
5266,にゃーにゃー冒険譚,maimai,FESTiVAL PLUS,DX,EXPERT,11,482,44,22,24,69,1005
5267,にゃーにゃー冒険譚,maimai,FESTiVAL PLUS,DX,MASTER,13+,802,49,82,68,84,1634
5268,BULK UP (GAME EXCLUSIVE EDIT),ゲーム＆バラエティ,FESTiVAL PLUS,DX,BASIC,5,154,14,6,20,8,260
5269,BULK UP (GAME EXCLUSIVE EDIT),ゲーム＆バラエティ,FESTiVAL PLUS,DX,ADVANCED,8,338,16,20,14,9,489
5270,BULK UP (GAME EXCLUSIVE EDIT),ゲーム＆バラエティ,FESTiVAL PLUS,DX,EXPERT,11+,403,74,64,60,43,1018
5271,BULK UP (GAME EXCLUSIVE EDIT),ゲーム＆バラエティ,FESTiVAL PLUS,DX,MASTER,14,508,84,96,79,177,1928
5272,コンティニュー！ feat. 藍月なくる,ゲーム＆バラエティ,FESTiVAL PLUS,DX,BASIC,4,167,12,6,19,7,263
5273,コンティニュー！ feat. 藍月なくる,ゲーム＆バラエティ,FESTiVAL PLUS,DX,ADVANCED,7,249,33,11,27,4,395
5274,コンティニュー！ feat. 藍月なくる,ゲーム＆バラエティ,FESTiVAL PLUS,DX,EXPERT,10+,401,49,21,27,55,864
5275,コンティニュー！ feat. 藍月なくる,ゲーム＆バラエティ,FESTiVAL PLUS,DX,MASTER,13+,606,60,80,80,71,1401
5276,Sunday Night feat Kanata.N,ゲーム＆バラエティ,FESTiVAL PLUS,DX,BASIC,3,102,12,4,26,8,204
5277,Sunday Night feat Kanata.N,ゲーム＆バラエティ,FESTiVAL PLUS,DX,ADVANCED,6,207,14,17,25,7,346
5278,Sunday Night feat Kanata.N,ゲーム＆バラエティ,FESTiVAL PLUS,DX,EXPERT,10+,260,112,28,22,27,725
5279,Sunday Night feat Kanata.N,ゲーム＆バラエティ,FESTiVAL PLUS,DX,MASTER,13,431,59,57,30,33,915
5280,PERSONA feat. PANXI,ゲーム＆バラエティ,FESTiVAL PLUS,DX,BASIC,4,156,12,4,8,6,230
5281,PERSONA feat. PANXI,ゲーム＆バラエティ,FESTiVAL PLUS,DX,ADVANCED,7,254,26,10,27,8,403
5282,PERSONA feat. PANXI,ゲーム＆バラエティ,FESTiVAL PLUS,DX,EXPERT,10+,314,94,63,14,17,790
5283,PERSONA feat. PANXI,ゲーム＆バラエティ,FESTiVAL PLUS,DX,MASTER,13,532,58,104,11,28,1111
5284,Halfway(>∀<),ゲーム＆バラエティ,FESTiVAL PLUS,DX,BASIC,5,194,8,6,8,16,316
5285,Halfway(>∀<),ゲーム＆バラエティ,FESTiVAL PLUS,DX,ADVANCED,8,314,19,14,22,6,446
5286,Halfway(>∀<),ゲーム＆バラエティ,FESTiVAL PLUS,DX,EXPERT,12,347,124,51,26,12,834
5287,Halfway(>∀<),ゲーム＆バラエティ,FESTiVAL PLUS,DX,MASTER,13+,602,73,101,72,52,1383
5288,Complex Mind,ゲーム＆バラエティ,FESTiVAL PLUS,DX,BASIC,5,159,9,4,30,8,259
5289,Complex Mind,ゲーム＆バラエティ,FESTiVAL PLUS,DX,ADVANCED,7+,296,17,16,27,4,425
5290,Complex Mind,ゲーム＆バラエティ,FESTiVAL PLUS,DX,EXPERT,11+,415,101,37,27,9,800
5291,Complex Mind,ゲーム＆バラエティ,FESTiVAL PLUS,DX,MASTER,13+,684,39,63,28,68,1319
5292,DROPS feat. Such,ゲーム＆バラエティ,FESTiVAL PLUS,DX,BASIC,3,135,10,4,8,8,215
5293,DROPS feat. Such,ゲーム＆バラエティ,FESTiVAL PLUS,DX,ADVANCED,6,231,12,9,13,10,345
5294,DROPS feat. Such,ゲーム＆バラエティ,FESTiVAL PLUS,DX,EXPERT,10+,361,68,45,27,10,709
5295,DROPS feat. Such,ゲーム＆バラエティ,FESTiVAL PLUS,DX,MASTER,13,473,57,77,21,20,939
5296,インターネットサバイバー,東方Project,FESTiVAL PLUS,DX,BASIC,3,118,12,3,6,7,192
5297,インターネットサバイバー,東方Project,FESTiVAL PLUS,DX,ADVANCED,7,235,21,11,24,8,374
5298,インターネットサバイバー,東方Project,FESTiVAL PLUS,DX,EXPERT,11,345,88,50,12,24,803
5299,インターネットサバイバー,東方Project,FESTiVAL PLUS,DX,MASTER,13,472,50,76,44,122,1454
5300,花となれ,niconico＆ボーカロイド,FESTiVAL PLUS,DX,BASIC,2,79,9,4,7,3,131
5301,花となれ,niconico＆ボーカロイド,FESTiVAL PLUS,DX,ADVANCED,6,178,14,4,13,4,251
5302,花となれ,niconico＆ボーカロイド,FESTiVAL PLUS,DX,EXPERT,8+,209,32,25,2,9,395
5303,花となれ,niconico＆ボーカロイド,FESTiVAL PLUS,DX,MASTER,12,128,21,82,62,20,578
5304,私のドッペルゲンガー,niconico＆ボーカロイド,FESTiVAL PLUS,DX,BASIC,3,168,11,4,7,4,229
5305,私のドッペルゲンガー,niconico＆ボーカロイド,FESTiVAL PLUS,DX,ADVANCED,7,259,41,9,15,6,413
5306,私のドッペルゲンガー,niconico＆ボーカロイド,FESTiVAL PLUS,DX,EXPERT,10+,351,38,55,32,43,839
5307,私のドッペルゲンガー,niconico＆ボーカロイド,FESTiVAL PLUS,DX,MASTER,13,418,51,108,22,64,1186
5308,つるぺったん,東方Project,FESTiVAL PLUS,DX,BASIC,4,154,9,8,13,4,229
5309,つるぺったん,東方Project,FESTiVAL PLUS,DX,ADVANCED,7+,285,18,12,15,6,402
5310,つるぺったん,東方Project,FESTiVAL PLUS,DX,EXPERT,10,300,132,40,19,20,803
5311,つるぺったん,東方Project,FESTiVAL PLUS,DX,MASTER,12,374,98,106,54,34,1112
5312,『ウソテイ』 ～一回戦せりなvsしろなvsなずな～,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,BASIC,4,175,9,4,15,17,305
5313,『ウソテイ』 ～一回戦せりなvsしろなvsなずな～,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,ADVANCED,7+,283,33,13,23,8,451
5314,『ウソテイ』 ～一回戦せりなvsしろなvsなずな～,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,EXPERT,10,338,135,15,28,42,891
5315,『ウソテイ』 ～一回戦せりなvsしろなvsなずな～,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,MASTER,13+,628,52,133,15,65,1471
5316,Bad Apple!! feat.nomico ～五十嵐 撫子 Ver.～,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,BASIC,3,146,8,3,8,6,209
5317,Bad Apple!! feat.nomico ～五十嵐 撫子 Ver.～,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,ADVANCED,6,244,12,13,27,8,374
5318,Bad Apple!! feat.nomico ～五十嵐 撫子 Ver.～,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,EXPERT,10+,402,35,14,37,20,651
5319,Bad Apple!! feat.nomico ～五十嵐 撫子 Ver.～,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,MASTER,13,631,44,82,39,27,1139
5320,Snow Colored Score,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,BASIC,2,124,13,7,7,7,213
5321,Snow Colored Score,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,ADVANCED,6,280,22,17,23,14,468
5322,Snow Colored Score,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,EXPERT,9+,434,65,39,10,14,761
5323,Snow Colored Score,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,MASTER,12+,436,53,102,70,53,1183
5324,アンバークロニクル,maimai,FESTiVAL PLUS,DX,BASIC,5,196,9,4,22,5,273
5325,アンバークロニクル,maimai,FESTiVAL PLUS,DX,ADVANCED,7+,327,35,10,19,6,476
5326,アンバークロニクル,maimai,FESTiVAL PLUS,DX,EXPERT,11,477,26,61,24,23,851
5327,アンバークロニクル,maimai,FESTiVAL PLUS,DX,MASTER,13,563,50,161,41,14,1257
5328,リフヴェイン,maimai,FESTiVAL PLUS,DX,BASIC,3,122,10,3,8,7,194
5329,リフヴェイン,maimai,FESTiVAL PLUS,DX,ADVANCED,7,206,24,8,26,6,334
5330,リフヴェイン,maimai,FESTiVAL PLUS,DX,EXPERT,10+,218,58,35,22,50,711
5331,リフヴェイン,maimai,FESTiVAL PLUS,DX,MASTER,13+,407,69,82,54,31,1000
5332,Kairos,maimai,FESTiVAL PLUS,DX,BASIC,4,121,11,4,16,4,191
5333,Kairos,maimai,FESTiVAL PLUS,DX,ADVANCED,7+,262,30,6,16,6,386
5334,Kairos,maimai,FESTiVAL PLUS,DX,EXPERT,11,287,60,27,23,21,616
5335,Kairos,maimai,FESTiVAL PLUS,DX,MASTER,13,430,64,55,25,17,833
5336,宵の鳥,maimai,FESTiVAL PLUS,DX,BASIC,4,143,11,9,14,3,221
5337,宵の鳥,maimai,FESTiVAL PLUS,DX,ADVANCED,7+,300,12,4,26,4,382
5338,宵の鳥,maimai,FESTiVAL PLUS,DX,EXPERT,10+,271,38,33,31,20,577
5339,宵の鳥,maimai,FESTiVAL PLUS,DX,MASTER,13+,548,50,79,43,26,1058
5340,ここからはじまるプロローグ。 (Kanon Remix),maimai,FESTiVAL PLUS,DX,BASIC,4,178,20,4,11,6,271
5341,ここからはじまるプロローグ。 (Kanon Remix),maimai,FESTiVAL PLUS,DX,ADVANCED,7,266,43,8,27,3,418
5342,ここからはじまるプロローグ。 (Kanon Remix),maimai,FESTiVAL PLUS,DX,EXPERT,11+,461,46,43,13,30,845
5343,ここからはじまるプロローグ。 (Kanon Remix),maimai,FESTiVAL PLUS,DX,MASTER,13+,695,105,71,39,23,1272
5344,モ°ルモ°ル (MZK Skippin' Remix),maimai,FESTiVAL PLUS,DX,BASIC,3,123,11,6,8,6,201
5345,モ°ルモ°ル (MZK Skippin' Remix),maimai,FESTiVAL PLUS,DX,ADVANCED,6,211,21,10,21,2,314
5346,モ°ルモ°ル (MZK Skippin' Remix),maimai,FESTiVAL PLUS,DX,EXPERT,10+,224,103,26,18,56,806
5347,モ°ルモ°ル (MZK Skippin' Remix),maimai,FESTiVAL PLUS,DX,MASTER,13+,506,47,36,70,37,963
5348,VERTeX (rintaro soma deconstructed remix),maimai,FESTiVAL PLUS,DX,BASIC,5,200,5,4,17,10,289
5349,VERTeX (rintaro soma deconstructed remix),maimai,FESTiVAL PLUS,DX,ADVANCED,7+,255,42,6,27,4,404
5350,VERTeX (rintaro soma deconstructed remix),maimai,FESTiVAL PLUS,DX,EXPERT,12+,436,56,42,47,37,906
5351,VERTeX (rintaro soma deconstructed remix),maimai,FESTiVAL PLUS,DX,MASTER,14+,659,32,89,85,71,1430
5352,あつすぎの歌,POPS＆アニメ,FESTiVAL PLUS,DX,BASIC,4,146,9,4,6,39,377
5353,あつすぎの歌,POPS＆アニメ,FESTiVAL PLUS,DX,ADVANCED,7,261,30,8,10,6,385
5354,あつすぎの歌,POPS＆アニメ,FESTiVAL PLUS,DX,EXPERT,10,269,47,29,9,164,1279
5355,あつすぎの歌,POPS＆アニメ,FESTiVAL PLUS,DX,MASTER,13+,345,53,83,83,242,1993
5356,ULTRA SYNERGY MATRIX,ゲーム＆バラエティ,FESTiVAL PLUS,DX,BASIC,5,174,6,4,8,21,311
5357,ULTRA SYNERGY MATRIX,ゲーム＆バラエティ,FESTiVAL PLUS,DX,ADVANCED,7,260,32,6,29,6,401
5358,ULTRA SYNERGY MATRIX,ゲーム＆バラエティ,FESTiVAL PLUS,DX,EXPERT,12,336,44,51,54,34,801
5359,ULTRA SYNERGY MATRIX,ゲーム＆バラエティ,FESTiVAL PLUS,DX,MASTER,14,657,24,64,61,100,1458
5360,はんぶんこ,POPS＆アニメ,FESTiVAL PLUS,DX,BASIC,1,99,9,6,6,5,166
5361,はんぶんこ,POPS＆アニメ,FESTiVAL PLUS,DX,ADVANCED,6,197,25,6,13,5,303
5362,はんぶんこ,POPS＆アニメ,FESTiVAL PLUS,DX,EXPERT,8+,192,21,38,20,10,418
5363,はんぶんこ,POPS＆アニメ,FESTiVAL PLUS,DX,MASTER,12+,197,15,77,28,60,786
5364,Vallista,ゲーム＆バラエティ,FESTiVAL PLUS,DX,BASIC,4,104,10,7,28,5,198
5365,Vallista,ゲーム＆バラエティ,FESTiVAL PLUS,DX,ADVANCED,8,282,21,6,28,6,400
5366,Vallista,ゲーム＆バラエティ,FESTiVAL PLUS,DX,EXPERT,12+,351,50,54,5,57,903
5367,Vallista,ゲーム＆バラエティ,FESTiVAL PLUS,DX,MASTER,14,607,25,41,53,39,1028
5368,テオ,niconico＆ボーカロイド,FESTiVAL PLUS,DX,BASIC,5,200,10,6,8,8,286
5369,テオ,niconico＆ボーカロイド,FESTiVAL PLUS,DX,ADVANCED,7+,294,23,11,15,21,493
5370,テオ,niconico＆ボーカロイド,FESTiVAL PLUS,DX,EXPERT,10+,361,85,64,37,35,935
5371,テオ,niconico＆ボーカロイド,FESTiVAL PLUS,DX,MASTER,13,657,54,96,49,109,1647
5372,MAGENTA POTION,ゲーム＆バラエティ,FESTiVAL PLUS,DX,BASIC,2,94,16,6,21,4,185
5373,MAGENTA POTION,ゲーム＆バラエティ,FESTiVAL PLUS,DX,ADVANCED,6,176,26,7,49,10,348
5374,MAGENTA POTION,ゲーム＆バラエティ,FESTiVAL PLUS,DX,EXPERT,10,260,135,15,45,31,775
5375,MAGENTA POTION,ゲーム＆バラエティ,FESTiVAL PLUS,DX,MASTER,13+,651,46,82,20,19,1104
5376,隠密あんみつDX,maimai,FESTiVAL PLUS,DX,BASIC,3,147,11,4,7,11,243
5377,隠密あんみつDX,maimai,FESTiVAL PLUS,DX,ADVANCED,7,267,12,6,33,10,392
5378,隠密あんみつDX,maimai,FESTiVAL PLUS,DX,EXPERT,10+,344,54,38,19,76,965
5379,隠密あんみつDX,maimai,FESTiVAL PLUS,DX,MASTER,13,581,31,117,54,49,1293
5380,地球,maimai,FESTiVAL PLUS,DX,BASIC,6,156,10,6,11,10,255
5381,地球,maimai,FESTiVAL PLUS,DX,ADVANCED,9,345,26,4,13,10,472
5382,地球,maimai,FESTiVAL PLUS,DX,EXPERT,12+,379,43,24,24,97,1046
5383,地球,maimai,FESTiVAL PLUS,DX,MASTER,14,600,48,147,45,50,1432
5384,Churros Parlor,maimai,FESTiVAL PLUS,DX,BASIC,5,150,11,8,8,17,289
5385,Churros Parlor,maimai,FESTiVAL PLUS,DX,ADVANCED,7+,282,22,9,29,6,412
5386,Churros Parlor,maimai,FESTiVAL PLUS,DX,EXPERT,12,431,100,26,91,78,1190
5387,Churros Parlor,maimai,FESTiVAL PLUS,DX,MASTER,13+,540,107,54,126,142,1752
5388,超熊猫的周遊記（ワンダーパンダートラベラー）,maimai,FESTiVAL PLUS,DX,BASIC,4,171,13,4,16,6,255
5389,超熊猫的周遊記（ワンダーパンダートラベラー）,maimai,FESTiVAL PLUS,DX,ADVANCED,7+,258,20,8,24,9,391
5390,超熊猫的周遊記（ワンダーパンダートラベラー）,maimai,FESTiVAL PLUS,DX,EXPERT,12+,416,62,62,32,51,1013
5391,超熊猫的周遊記（ワンダーパンダートラベラー）,maimai,FESTiVAL PLUS,DX,MASTER,14+,735,63,100,55,88,1656
5392,まにまに,niconico＆ボーカロイド,FESTiVAL PLUS,DX,BASIC,4,135,14,7,15,11,254
5393,まにまに,niconico＆ボーカロイド,FESTiVAL PLUS,DX,ADVANCED,7,288,30,6,16,6,412
5394,まにまに,niconico＆ボーカロイド,FESTiVAL PLUS,DX,EXPERT,9+,371,52,18,25,60,854
5395,まにまに,niconico＆ボーカロイド,FESTiVAL PLUS,DX,MASTER,12+,501,49,116,37,24,1104
5396,感情ディシーブ,niconico＆ボーカロイド,FESTiVAL PLUS,DX,BASIC,3,113,15,6,7,3,183
5397,感情ディシーブ,niconico＆ボーカロイド,FESTiVAL PLUS,DX,ADVANCED,7,194,27,8,50,2,332
5398,感情ディシーブ,niconico＆ボーカロイド,FESTiVAL PLUS,DX,EXPERT,9+,315,55,19,22,63,819
5399,感情ディシーブ,niconico＆ボーカロイド,FESTiVAL PLUS,DX,MASTER,13,475,57,73,47,42,1065
5400,ド屑,niconico＆ボーカロイド,FESTiVAL PLUS,DX,BASIC,2,77,16,4,15,12,196
5401,ド屑,niconico＆ボーカロイド,FESTiVAL PLUS,DX,ADVANCED,6,198,14,8,14,4,284
5402,ド屑,niconico＆ボーカロイド,FESTiVAL PLUS,DX,EXPERT,9,82,60,19,51,12,370
5403,ド屑,niconico＆ボーカロイド,FESTiVAL PLUS,DX,MASTER,13,390,42,114,33,33,1014
5404,絶対敵対メチャキライヤー,niconico＆ボーカロイド,FESTiVAL PLUS,DX,BASIC,3,128,10,8,8,9,225
5405,絶対敵対メチャキライヤー,niconico＆ボーカロイド,FESTiVAL PLUS,DX,ADVANCED,7+,199,27,10,60,10,393
5406,絶対敵対メチャキライヤー,niconico＆ボーカロイド,FESTiVAL PLUS,DX,EXPERT,9+,356,49,15,24,29,668
5407,絶対敵対メチャキライヤー,niconico＆ボーカロイド,FESTiVAL PLUS,DX,MASTER,12+,431,74,127,34,69,1339
5408,STARRED HEART,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,BASIC,3,112,12,4,12,10,210
5409,STARRED HEART,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,ADVANCED,5,186,14,9,20,4,281
5410,STARRED HEART,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,EXPERT,9+,217,19,87,41,15,632
5411,STARRED HEART,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,MASTER,12,299,19,109,20,35,859
5412,Y.Y.Y.計画!!!!,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,BASIC,4,171,12,7,8,20,324
5413,Y.Y.Y.計画!!!!,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,ADVANCED,7+,330,19,9,28,6,453
5414,Y.Y.Y.計画!!!!,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,EXPERT,10+,464,42,36,35,49,936
5415,Y.Y.Y.計画!!!!,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,MASTER,13,529,41,108,111,158,1836
5416,Last Kingdom,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,BASIC,4,157,13,6,15,15,291
5417,Last Kingdom,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,ADVANCED,7+,261,21,8,29,8,396
5418,Last Kingdom,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,EXPERT,12,452,74,37,9,60,1020
5419,Last Kingdom,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,MASTER,13+,562,98,64,53,74,1373
5420,LAMIA,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,BASIC,6,212,17,7,21,7,323
5421,LAMIA,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,ADVANCED,8,306,34,4,16,3,417
5422,LAMIA,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,EXPERT,13,483,64,33,35,144,1465
5423,LAMIA,オンゲキ＆CHUNITHM,FESTiVAL PLUS,DX,MASTER,14+,712,65,67,56,99,1594
5424,PUPA,ゲーム＆バラエティ,BUDDiES,DX,BASIC,6,177,16,4,14,10,285
5425,PUPA,ゲーム＆バラエティ,BUDDiES,DX,ADVANCED,7+,253,28,11,27,6,399
5426,PUPA,ゲーム＆バラエティ,BUDDiES,DX,EXPERT,12+,457,61,52,43,53,1043
5427,PUPA,ゲーム＆バラエティ,BUDDiES,DX,MASTER,14,714,75,76,26,73,1483
5428,解けないように,東方Project,BUDDiES,DX,BASIC,4,140,14,3,7,5,209
5429,解けないように,東方Project,BUDDiES,DX,ADVANCED,7,235,29,3,27,5,354
5430,解けないように,東方Project,BUDDiES,DX,EXPERT,9+,272,37,22,20,41,637
5431,解けないように,東方Project,BUDDiES,DX,MASTER,12+,479,30,69,28,22,884
5432,NOIZY BOUNCE,maimai,BUDDiES,DX,BASIC,2,85,11,4,26,10,195
5433,NOIZY BOUNCE,maimai,BUDDiES,DX,ADVANCED,6,237,14,11,24,7,357
5434,NOIZY BOUNCE,maimai,BUDDiES,DX,EXPERT,10,207,109,12,32,59,788
5435,NOIZY BOUNCE,maimai,BUDDiES,DX,MASTER,13,556,49,67,3,33,1023
5436,サンバディ！,maimai,BUDDiES,DX,BASIC,2,157,9,2,12,5,218
5437,サンバディ！,maimai,BUDDiES,DX,ADVANCED,6,250,24,12,13,8,387
5438,サンバディ！,maimai,BUDDiES,DX,EXPERT,9+,311,19,31,31,50,723
5439,サンバディ！,maimai,BUDDiES,DX,MASTER,13,586,35,103,33,32,1158
5440,Horoscope Express,maimai,BUDDiES,DX,BASIC,5,140,14,5,21,1,209
5441,Horoscope Express,maimai,BUDDiES,DX,ADVANCED,8,296,25,8,14,4,404
5442,Horoscope Express,maimai,BUDDiES,DX,EXPERT,11,411,71,36,27,14,758
5443,Horoscope Express,maimai,BUDDiES,DX,MASTER,14,506,79,81,76,30,1133
5444,Party☆People☆Princess,maimai,BUDDiES,DX,BASIC,5,184,12,4,12,9,277
5445,Party☆People☆Princess,maimai,BUDDiES,DX,ADVANCED,7+,252,13,8,27,8,369
5446,Party☆People☆Princess,maimai,BUDDiES,DX,EXPERT,11+,345,91,50,52,49,974
5447,Party☆People☆Princess,maimai,BUDDiES,DX,MASTER,14,590,69,80,74,72,1402
5448,SQUAD-Phvntom-,オンゲキ＆CHUNITHM,BUDDiES,DX,BASIC,5,167,11,4,20,6,251
5449,SQUAD-Phvntom-,オンゲキ＆CHUNITHM,BUDDiES,DX,ADVANCED,7+,284,22,12,26,5,415
5450,SQUAD-Phvntom-,オンゲキ＆CHUNITHM,BUDDiES,DX,EXPERT,12+,545,59,47,23,43,1042
5451,SQUAD-Phvntom-,オンゲキ＆CHUNITHM,BUDDiES,DX,MASTER,14,708,51,88,77,140,1851
5452,GEOMETRIC DANCE,オンゲキ＆CHUNITHM,BUDDiES,DX,BASIC,4,157,14,8,12,6,251
5453,GEOMETRIC DANCE,オンゲキ＆CHUNITHM,BUDDiES,DX,ADVANCED,7+,233,42,5,26,5,383
5454,GEOMETRIC DANCE,オンゲキ＆CHUNITHM,BUDDiES,DX,EXPERT,12,564,46,51,39,41,1053
5455,GEOMETRIC DANCE,オンゲキ＆CHUNITHM,BUDDiES,DX,MASTER,14,873,36,43,92,23,1281
5456,熱異常,niconico＆ボーカロイド,BUDDiES,DX,BASIC,4,129,13,6,32,6,235
5457,熱異常,niconico＆ボーカロイド,BUDDiES,DX,ADVANCED,7+,310,27,6,13,4,415
5458,熱異常,niconico＆ボーカロイド,BUDDiES,DX,EXPERT,10,413,53,7,14,51,809
5459,熱異常,niconico＆ボーカロイド,BUDDiES,DX,MASTER,12,441,125,74,40,23,1068
5460,熱異常,niconico＆ボーカロイド,BUDDiES,DX,Re:MASTER,13+,693,19,137,113,34,1425
5461,1000年生きてる,niconico＆ボーカロイド,BUDDiES,DX,BASIC,3,119,14,4,16,3,190
5462,1000年生きてる,niconico＆ボーカロイド,BUDDiES,DX,ADVANCED,7+,256,22,4,15,5,352
5463,1000年生きてる,niconico＆ボーカロイド,BUDDiES,DX,EXPERT,9,271,31,10,50,25,538
5464,1000年生きてる,niconico＆ボーカロイド,BUDDiES,DX,MASTER,13,404,46,96,38,17,907
5465,IMAWANOKIWA,niconico＆ボーカロイド,BUDDiES,DX,BASIC,3,124,12,6,15,4,201
5466,IMAWANOKIWA,niconico＆ボーカロイド,BUDDiES,DX,ADVANCED,7,277,30,12,14,2,397
5467,IMAWANOKIWA,niconico＆ボーカロイド,BUDDiES,DX,EXPERT,10+,385,58,44,14,41,852
5468,IMAWANOKIWA,niconico＆ボーカロイド,BUDDiES,DX,MASTER,13+,608,158,70,21,28,1295
5469,Play merrily NEO,ゲーム＆バラエティ,BUDDiES,DX,BASIC,2,120,8,4,13,4,181
5470,Play merrily NEO,ゲーム＆バラエティ,BUDDiES,DX,ADVANCED,7,263,12,6,29,4,354
5471,Play merrily NEO,ゲーム＆バラエティ,BUDDiES,DX,EXPERT,9+,432,30,22,8,20,666
5472,Play merrily NEO,ゲーム＆バラエティ,BUDDiES,DX,MASTER,12+,524,25,73,71,46,1094
5473,OMAKENO Stroke,ゲーム＆バラエティ,BUDDiES,DX,BASIC,5,147,10,4,22,6,231
5474,OMAKENO Stroke,ゲーム＆バラエティ,BUDDiES,DX,ADVANCED,8,282,27,6,14,10,418
5475,OMAKENO Stroke,ゲーム＆バラエティ,BUDDiES,DX,EXPERT,11+,349,76,24,10,17,668
5476,OMAKENO Stroke,ゲーム＆バラエティ,BUDDiES,DX,MASTER,13+,516,35,88,57,33,1072
5477,青春コンプレックス,POPS＆アニメ,BUDDiES,DX,BASIC,3,143,13,6,13,7,235
5478,青春コンプレックス,POPS＆アニメ,BUDDiES,DX,ADVANCED,7,278,12,14,16,5,385
